context,from,to,weight
ELF-DAY,ARUNDHATI222,PRIYANKACHOPRA,1
DEMENTIA-ACTION-WEEK-2018,OROQEN,GBTPO,2
BRAIN-INJURY-WEEK-2018,WILDSEAWITCH,HEADWAYUK,1
DEMENTIA-ACTION-WEEK-2018,CHFTLIBRARY,ARUKNEWS,2
BRAIN-INJURY-WEEK-2018,ABILEARNING,RHONDDABRYANT,1
STRESS-AWARENESS-DAY,SPACE_TONIC,WOODLANDTRUST,2
MENS-HEALTH-WEEK-2018,IPADZORZ,KILLIANBYRNE,2
NATIONAL-DEMENTIA-CARERS-2018,FIANNAFAILLDN,IRISHINBRITAIN,2
DEMENTIA-ACTION-WEEK-2018,JAZANNEARTS,ROYALOPERAHOUSE,1
16-DAYS-OF-ACTION-2018,WIEGANDEU,EU_ECHO,2
NATIONAL-DEMENTIA-CARERS-2018,HAYLEYM72786649,EMMABRAZ01,1
NATIONAL-DEMENTIA-CARERS-2018,DRNKUPELI,ALZHEIMERSSOC,2
CARERS-WEEK-2018,KEELEYMP,SALFORDCARERS1,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,EPILEPSYSWO,EPILEPSYCALGARY,1
TIME-TO-TALK-DAY-2018,PITCHER_LISE,NHSENGLAND,1
MENS-HEALTH-WEEK-2018,COOLMENTORING,MENS10K,1
JEANS-FOR-GENES-DAY,HSSWEETCREAT,MRSANNETWIST,2
16-DAYS-OF-ACTION-2018,IZMIRGIBI_TR,GEZIWOMAN_,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,MARIELANDRYXOX,AURORA_MMJ,2
ELF-DAY,HEARTOFACUTEMED,JACKSJU1,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,PATTILESTRANGE1,AMERICANCANCER,1
WEAR-PURPLE-FOR-JIA-2018,LISCORDINGLEY,CAPSIENAIR,6
TIME-TO-TALK-DAY-2018,PITCHER_LISE,ROBERTABWMP,1
OCD-AWARENESS-WEEK-2018,BRENNANDELREY,LWBEAN,2
WEAR-PURPLE-FOR-JIA-2018,EMILYEARLE5,ANNATURLEY,2
NATIONAL-DEMENTIA-CARERS-2018,AMPAJAK,CAREQUALITYCOMM,2
STRESS-AWARENESS-DAY,EIBHIN,NATLIBSCOT,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,MARKETINGMAM,JOTRUST,1
RARE-DISEASE-DAY-2018,ZANNAFRANNA,FLEXIBLEGEEK,1
NATIONAL-DEMENTIA-CARERS-2018,CAREQUALITYCOMM,ALZHEIMERSSOC,4
CERVICAL-CANCER-PREVENTION-WEEK-2018,BCMCANCER,BCMHOUSTON,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,BENDAK2,CDC_CANCER,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,COCACOLA_GB,1
MND-AWARENESS-MONTH-2018,BECINMONTON,RUNMND,2
ELF-DAY,JPMARKSDWP,KARENLEEDWP,2
OCD-AWARENESS-WEEK-2018,RAPIDTHENERD,LWBEAN,2
DEMENTIA-ACTION-WEEK-2018,RONALDAMANZE,BETHYB1886,2
DRY-JANUARY-2018,RYANELLIOTT1701,SEEDLIPDRINKS,1
CARERS-WEEK-2018,JOANNEPROBERTS,CARERSWEEK,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,NUTTYHAMSTER_5,JAMESMELVILLE,2
EATING-DISORDER-AWARENESS-WEEK-2018,DELILAHVERONESE,REFINERY29UK,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,LOZENGE11,SCOUSE_MA,2
WEAR-PURPLE-FOR-JIA-2018,ALIRIT,AILSABOSWORTH1,2
EXPERIENCE-OF-CARE-WEEK-2018,STACEYERAND,CARERSUK,2
ELF-DAY,SUCCHI86,CRYSTALLEGAL,2
BRAIN-INJURY-WEEK-2018,JENNY__BROOKS,RHONDDABRYANT,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,UNCHARGEABLES,ASITISOFFICIAL,1
WEAR-PURPLE-FOR-JIA-2018,HOWATSTEVE,HARRYT68,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,WHEREYOUBEENSO,NOLOTUSBLOSSOM,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,NPGK_,JENNIEJACQUES1,3
TIME-TO-TALK-DAY-2018,TERESASHIRL,STEPHENFRY,2
MENS-HEALTH-WEEK-2018,ROBYELDHAM,ARTHRITISRUK,1
RARE-DISEASE-DAY-2018,TDUFFS,CHOPFETALCENTER,2
NATIONAL-DEMENTIA-CARERS-2018,ANGELAHILLERY,CAREQUALITYCOMM,2
MND-AWARENESS-MONTH-2018,DYKE_YAXLEY,VICKY_100K4MNDA,2
NO-SMOKING-DAY-2018,HUMBERNHSFT,HEALTHTRAINERS1,1
MENS-HEALTH-WEEK-2018,PESTCONTROL_EPC,KILLIANBYRNE,2
DEMENTIA-ACTION-WEEK-2018,HAMMELL_ANN,DWP,2
EATING-DISORDER-AWARENESS-WEEK-2018,JAMESLAJA1,NCTCHARITY,2
EATING-DISORDER-AWARENESS-WEEK-2018,UKESAFETY,NSPCC,2
NATIONAL-DYSLEXIA-WEEK-2018,MOONLANEINK,BARRINGTONSTOKE,2
NO-SMOKING-DAY-2018,ANDYWRIGHT71,MIDESSEXCCG,2
JEANS-FOR-GENES-DAY,RO_CAME_2_PLAY,MRSANNETWIST,2
BRAIN-AWARENESS-WEEK-2018,OFICIALCUCS,EDU_NEURO,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,LESLEYMANNING18,NHSENGLAND,2
16-DAYS-OF-ACTION-2018,SILVERTETRON,SDG2030,1
DRY-JANUARY-2018,ALIFEWISE,DRYJANUARY,2
ELF-DAY,YMT_FIONAART,YORKSHIREMUSEUM,1
DRY-JANUARY-2018,STORMTIGER5,31DOVER,2
16-DAYS-OF-ACTION-2018,IRENEDAVENEZIA1,UN,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,SAM_GERMAN,JAMESMELVILLE,2
JEANS-FOR-GENES-DAY,LOGINFACH,JEANSFORGENES,1
NUTRITION-AND-HYDRATION-WEEK-2018,SWEETTREESGOODI,CARERSUK,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,ALEBUTTERFIELD,JAMESMELVILLE,2
EATING-DISORDER-AWARENESS-WEEK-2018,CLINPSY,BEATED,1
DEMENTIA-ACTION-WEEK-2018,JAC88KNIGHT,SOPHTSW,2
MENS-HEALTH-WEEK-2018,MAXSERNAMX,HERBALIFE24,2
JEANS-FOR-GENES-DAY,PIGSCANFLYBABY,MRSANNETWIST,2
STRESS-AWARENESS-DAY,LANCEWALTON,RODKELLY50,2
ELF-DAY,UKCHARITYTUES,HEADLIGHTORGUK,1
MENS-HEALTH-WEEK-2018,SKINCARETREND,CDC_CANCER,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,TOMCK19,ZOPITAUX,2
NUTRITION-AND-HYDRATION-WEEK-2018,EARLEYTRACY,KAZSAN77,2
STRESS-AWARENESS-DAY,SUOR_GERSOMINA,DONKEYSANCTUARY,2
16-DAYS-OF-ACTION-2018,CHPVIC,DVRCV,2
NUTRITION-AND-HYDRATION-WEEK-2018,BATHELAURA,KERRY_WRIGHT84,1
ELF-DAY,ANMOLSRI4PC,NICKJONAS,1
CARERS-WEEK-2018,WANDERINGJENNY,CHARLOTTENURSE,2
NATIONAL-DYSLEXIA-WEEK-2018,BIBLIOSOPHUS,BOOKTRUST,2
RARE-DISEASE-DAY-2018,TRUMPMYPRES,TRUMPMYPRES,2
OCD-AWARENESS-WEEK-2018,SCOTTTBOY1,LWBEAN,2
NATIONAL-DEMENTIA-CARERS-2018,WINDWAKER75,SAMBRADLEY40,2
OCD-AWARENESS-WEEK-2018,LISAJANSSENS,LWBEAN,2
BRAIN-AWARENESS-WEEK-2018,HEALTHTECHDIST,SIMISARA980,1
NATIONAL-DEMENTIA-CARERS-2018,GMBCARDIFF1,ALZHEIMERSSOC,2
EATING-DISORDER-AWARENESS-WEEK-2018,JAVIONEKENOBI,BEATEDS,2
DEMENTIA-ACTION-WEEK-2018,CLARRIOTS,DEMENTIAUK,1
ELF-DAY,YMSANIMATION,CREDITONCHAMBER,2
MND-AWARENESS-MONTH-2018,TVVICTORIAG,CHELSEADEE6,2
ELF-DAY,CLOUDLEGGS,COLESMILLERLLP,2
NATIONAL-DYSLEXIA-WEEK-2018,LARAMITCH,HEATHFIELDKNOLL,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,STARDUST1006,MASTERJEDIMARA,1
EXPERIENCE-OF-CARE-WEEK-2018,KPOLEEDS,VM_INSTITUTE,2
MENS-HEALTH-WEEK-2018,GABZCURTIS,UNDEREXPOSEDTHR,2
STRESS-AWARENESS-DAY,EMLOUISE1314,EDU_BROKER,2
NATIONAL-DYSLEXIA-WEEK-2018,COMPLEMENTCOGS,CAMBRIDGE_DRC,2
MND-AWARENESS-MONTH-2018,MNDEVENTSPLYM,CHELSEADEE6,3
MENTAL-HEALTH-AWARENESS-WEEK-2018,ADELEKE_AGORO,STELIOSKIOSSES,2
BRAIN-INJURY-WEEK-2018,PATRICI05956479,HEADWAYUK,2
RARE-DISEASE-DAY-2018,ED_OWEN,IANAUSTINMP,2
OCD-AWARENESS-WEEK-2018,JANINAK_ARTWORK,LWBEAN,2
BRAIN-AWARENESS-WEEK-2018,LATERALMAG,EDUCATED_CHANGE,2
CARERS-WEEK-2018,JANEDANFORTH,NOTTSHEALTHCARE,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,RYANNMACC2,BBROOKS_79,1
16-DAYS-OF-ACTION-2018,FABIOLAORDORICA,TARANABURKE,1
EXPERIENCE-OF-CARE-WEEK-2018,FIGUEROAWU_FF,EVELYNFIGS,1
RARE-DISEASE-DAY-2018,HEIDIGRITT,MOLLYCG12,1
CARERS-WEEK-2018,TONYMITCH99,CARERSWEEK,1
NUTRITION-AND-HYDRATION-WEEK-2018,MARIALEVERIDGE,RCHTDIETITIANS,2
16-DAYS-OF-ACTION-2018,AMNESTY_IHAG,UN_WOMEN,4
MND-AWARENESS-MONTH-2018,ACCESSBUSES,VICKY_100K4MNDA,2
EATING-DISORDER-AWARENESS-WEEK-2018,FUEDGAMEON,PSWBRADFORD,1
MND-AWARENESS-MONTH-2018,CRIS_HOSKIN,ALEX_MORTY,2
ELF-DAY,ALZSOCSEENGLAND,ALZHEIMERSSOC,1
ELF-DAY,ANGELA72276344,THESOVRANGROUP,2
ELF-DAY,SEJENKS,HILL_CARE_,2
MENS-HEALTH-WEEK-2018,COOLMENTORING,IVFKENTUCKY,1
DEMENTIA-ACTION-WEEK-2018,VERA_HARLE,AVRILCHAFFEYPR,2
EATING-DISORDER-AWARENESS-WEEK-2018,ALLISONPIPER2,PSWBRADFORD,1
BRAIN-AWARENESS-WEEK-2018,DRCLAUDIASANTIF,TURNAROUND,2
NATIONAL-DYSLEXIA-WEEK-2018,SASLIB_CCCU,JISC,2
ELF-DAY,CLAIRESPENCER11,JODIERAMSDENS,2
JEANS-FOR-GENES-DAY,LAURA_LILLEY25,HILL_GROUP_UK,2
MENS-HEALTH-WEEK-2018,GENEXA,JOBALDWINTROTT,2
16-DAYS-OF-ACTION-2018,PIPPALICIOUSJ,SWASFT,2
BRAIN-INJURY-WEEK-2018,WESTERNHSCTRUST,CEDARFOUNDATION,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,EHU_CYPF,MAGICALSTORYJAR,2
RARE-DISEASE-DAY-2018,MICHAEL_MINNEY,CELGENE,2
STRESS-AWARENESS-DAY,CBARRIEFANS,CBARRIEFANS,2
CARERS-WEEK-2018,HAPPYLITTLEHUGH,CARER49,2
BRAIN-INJURY-WEEK-2018,ACHANCEFORLIFE,HEADWAYSCUMBRIA,1
STRESS-AWARENESS-DAY,LILLLY3004,NATLIBSCOT,2
DRY-JANUARY-2018,DIZZY_TI,CHOCTRADINGCO,2
RARE-DISEASE-DAY-2018,MEDIAJERNYC,GRACESCIENCE,1
ELF-DAY,GWENTPOLICE,ALZHEIMERSSOC,1
JEANS-FOR-GENES-DAY,SHATTABANDA,JEANS_FOR_GENES,1
TIME-TO-TALK-DAY-2018,KATIAESSERY,FRESHPLUSGROUP,2
MND-AWARENESS-MONTH-2018,BIGRONSTEVENSON,MNDAEASTSUSSEX,6
CERVICAL-CANCER-PREVENTION-WEEK-2018,LOPEZGOVLAW,ACS_CALIFORNIA,2
CARERS-WEEK-2018,GERARDWOODHOUS1,LIVCARERSCENTRE,1
JEANS-FOR-GENES-DAY,ALMIGHTYOVER25S,JEANSFORGENES,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,BROKENMISTER,TWITCH,1
EXPERIENCE-OF-CARE-WEEK-2018,ALEVINE014,NISWONGERCHOSP,2
CARERS-WEEK-2018,PENMON999,HAPPYLITTLEHUGH,2
WEAR-PURPLE-FOR-JIA-2018,SIMONT65,JIA_NRAS,1
MND-AWARENESS-MONTH-2018,ALEXHYNES,SCOTRAIL,1
RARE-DISEASE-DAY-2018,ROBYNNISSIM,BIOGEN,2
NO-SMOKING-DAY-2018,GEMSTAFFNURSE,CDDFTNHS,2
16-DAYS-OF-ACTION-2018,NERZACHACON,CANEMBVENEZUELA,2
BRAIN-INJURY-WEEK-2018,HEADWAYDEVON,HEADWAYDEVON,2
OCD-AWARENESS-WEEK-2018,LYREKSCRIBBLES,LWBEAN,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,ONEYOUHOUNSLOW,2
NUTRITION-AND-HYDRATION-WEEK-2018,SIANMORGANB,VPARKINSON774,2
EATING-DISORDER-AWARENESS-WEEK-2018,TOMMYSMIDWIVES,EDANDPREGNANCY,2
BRAIN-INJURY-WEEK-2018,ANSON_MACKAY,CBITUK,1
JEANS-FOR-GENES-DAY,DIRECTIIONER94,JEANSFORGENES,1
OVARIAN-CANCER-AWARENESS-MONTH-2018,VALISIALEKAE,VALISIALEKAE,1
MENS-HEALTH-WEEK-2018,GUMPERT_2012,MHALL55NINE,2
OCD-AWARENESS-WEEK-2018,ROSANGOHAR,LWBEAN,2
JEANS-FOR-GENES-DAY,JOHNTHEBOYP,CHORLEYBS,2
WEAR-PURPLE-FOR-JIA-2018,MREDWARDSFEHS,PETE_BALE,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,VIRAMRUBEN,CHARITYSANE,1
BRAIN-AWARENESS-WEEK-2018,JAYDENSWIZ,BRIANMAYCOM,2
NATIONAL-DYSLEXIA-WEEK-2018,ARKELLDYSLEXIA,BARRINGTONSTOKE,2
RARE-DISEASE-DAY-2018,SHERRYTREICHEL,CHRIMANITOBA,2
MND-AWARENESS-MONTH-2018,DAVIDBALL1978,QSPRIVATEHEALTH,2
NATIONAL-DEMENTIA-CARERS-2018,MAZOPAL,ALZHEIMERSSOC,2
NO-SMOKING-DAY-2018,NRCCOLLEGE,NHSCTRUST,1
ELF-DAY,ALZSOCEANGLIA,EVENINGNEWS,1
NATIONAL-DEMENTIA-CARERS-2018,HILL_LIBRARIES,ALZHEIMERSSOC,2
OCD-AWARENESS-WEEK-2018,DENVERINFOCUS,THEOCDSTORIES,3
CERVICAL-CANCER-PREVENTION-WEEK-2018,BCMHOUSTON,CPRITTEXAS,1
ELF-DAY,ALZSOCSEENGLAND,MOUNTLODGE,1
JEANS-FOR-GENES-DAY,SHATTABANDA,MICHAELDAPAAH,2
EXPERIENCE-OF-CARE-WEEK-2018,SAMHAYWOOD44,BRISCOMHEALTH,1
EATING-DISORDER-AWARENESS-WEEK-2018,SASSVH,SASSVH,1
RARE-DISEASE-DAY-2018,NERDYGUARDIANS,RAREDISEASEDAY,1
RARE-DISEASE-DAY-2018,TEACHERINDIGO,GADIS,2
EXPERIENCE-OF-CARE-WEEK-2018,ROYLILLEY,SATHNHS,1
EATING-DISORDER-AWARENESS-WEEK-2018,HEADSTARTKERNOW,BEATED,1
NO-SMOKING-DAY-2018,DEBBIETENOVUS,TENOVUSCANCER,2
EXPERIENCE-OF-CARE-WEEK-2018,MICHAELSPROUSE,VIRGINIAMASON,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,CRROSENSTIEL,LIBDEMS,2
NO-SMOKING-DAY-2018,HQSOFLA,FDATOBACCO,2
16-DAYS-OF-ACTION-2018,SIRI_RESIST,ANTONIOGUTERRES,2
NUTRITION-AND-HYDRATION-WEEK-2018,FISHHYDRATION,EILEENOBRIENRD,1
16-DAYS-OF-ACTION-2018,DAN_SOFF,WRINITIATIVE,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,STARDUST1006,MISSJAINASOLO,1
WEAR-PURPLE-FOR-JIA-2018,BCRD_STUDY,CAPSIENAIR,2
OCD-AWARENESS-WEEK-2018,BUMBLEBEETEAR,LWBEAN,2
DEMENTIA-ACTION-WEEK-2018,OTBCNMTD,TNORWICH1,2
CARERS-WEEK-2018,CARER49,JOONTHEWEB,1
16-DAYS-OF-ACTION-2018,NIRWIND,MEMOCORRALES,1
OVARIAN-CANCER-AWARENESS-MONTH-2018,JDSIGNATURESONG,JDSIGNATURESONG,2
NATIONAL-DYSLEXIA-WEEK-2018,MARGOMAC2,TIMESHIGHERED,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,EBYZIO,MRJAFRI,1
DRY-JANUARY-2018,PUMPKINDAZE,ASLIN_BEERCO,1
OCD-AWARENESS-WEEK-2018,CDIAMANTE778,LWBEAN,2
BRAIN-INJURY-WEEK-2018,HEADWAY_DUNDEE,CKELLYLAW,3
MND-AWARENESS-MONTH-2018,1VISIONHEALTH,DRNIKSHARMA,1
DEMENTIA-ACTION-WEEK-2018,TRACYBULLOCK12,BBCRADIOSTOKE,1
OCD-AWARENESS-WEEK-2018,SOTIROULLALEON,OCDACTION,3
NATIONAL-DEMENTIA-CARERS-2018,CPNEAME13,DEMENTIAUK,2
BRAIN-INJURY-WEEK-2018,SHREWSMORRIS,TRULYROO,2
STRESS-AWARENESS-DAY,MS_RAILE,CRISISTEXTLINE,2
TIME-TO-TALK-DAY-2018,LEE23434,MINDCHARITY,2
OCD-AWARENESS-WEEK-2018,BESCHMEELZEBUB,LWBEAN,2
NUTRITION-AND-HYDRATION-WEEK-2018,DIETITIANGEN,LEICNUT,2
BRAIN-AWARENESS-WEEK-2018,PSYCHFERRY_MSC,PSYCH_REVIEW,8
WEAR-PURPLE-FOR-JIA-2018,LISCORDINGLEY,UOMMSKRESEARCH,1
MENS-HEALTH-WEEK-2018,CONALDEVITT,STRANDBYMESHOP,1
CARERS-WEEK-2018,GERARDWOODHOUS1,LOCALSOLUTIONS_,1
MND-AWARENESS-MONTH-2018,CHELSEADEE6,RON_PICTAVIEW,1
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,NUTNURSE97,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,BORSTKENNA,BRAINANDLIFEMAG,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,SAMDOWNIE,LORRAINE,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,1OF2VICS,NCDHHS,1
EXPERIENCE-OF-CARE-WEEK-2018,JOCELYNCORNWELL,CLAIREJUKESEY,1
CARERS-WEEK-2018,FEIST_SFEIST,HELENCCOWAN,2
WEAR-PURPLE-FOR-JIA-2018,IRONGIRL_1804,ED_MILIBAND,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,ROSHAUNDADGREEN,PRECIPIODX,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,SWANSTUDENTSERV,GKELLEY_25,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,AGRICONSULT,AMPLEORGANICS,2
16-DAYS-OF-ACTION-2018,SARAHRO32309100,SFHFT,2
ELF-DAY,PRIYANKAADDICTS,PRIYANKACHOPRA,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,LAGARRAH24,PUEBLABRONCA,2
EATING-DISORDER-AWARENESS-WEEK-2018,SUSANBRODIE_221,THERECOVERYGAP,2
STRESS-AWARENESS-DAY,L_AYLESWORTH,USFWS,2
BRAIN-AWARENESS-WEEK-2018,DECHEVARRIA_AZA,ANDREAAMORAAL,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,CREATIVE_NOBODY,VOICELESSADDICT,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,GRAC3IVY,JAMESMELVILLE,2
WEAR-PURPLE-FOR-JIA-2018,TARIQLABOUR,ED_MILIBAND,2
16-DAYS-OF-ACTION-2018,WORCESTERHOUR,PARENTSVOICEWOR,4
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,GILLOGDEN66,1
NUTRITION-AND-HYDRATION-WEEK-2018,TILLYBOSS,LAURENPFISTER6,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,DONCASTER_UK,RDASH_NHS,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,COOLMENTORING,DURATIONBEER,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,LAPOINTELINDA,SONIALIBERAL,2
16-DAYS-OF-ACTION-2018,MARIANADAHAN,ANTONIOGUTERRES,2
ELF-DAY,CUMBRIASELLSEEK,NHSCUMBRIACCG,2
BRAIN-AWARENESS-WEEK-2018,DEBRABAMIDELE,HYDROASSOC,2
BRAIN-AWARENESS-WEEK-2018,RSOFPHARMACY,SWC_NEURO,2
JEANS-FOR-GENES-DAY,LOVEACTUALLY92,MRSANNETWIST,2
CARERS-WEEK-2018,ANNAKENNEDY1,YORKIEPUDDINGS,2
OCD-AWARENESS-WEEK-2018,SOTIROULLALEON,THEOCDSTORIES,2
BRAIN-INJURY-WEEK-2018,DRPAS84ELE,CBITUK,1
16-DAYS-OF-ACTION-2018,SMILE4WALES,GALOPUK,2
EXPERIENCE-OF-CARE-WEEK-2018,VOICESOFMS,HELENKARAGIO,2
DRY-JANUARY-2018,SHETLANDPEAT,ROBERTS_AND_CO,1
NO-SMOKING-DAY-2018,THTHIGHLAND,NHSHIGHLAND,1
MND-AWARENESS-MONTH-2018,DOLORESDOOLITTL,HELPING_HANDSUK,2
DEMENTIA-ACTION-WEEK-2018,NGHHAMMERSON,TRINITYHOSPICE,2
CARERS-WEEK-2018,JOHNWALSH88,INVOLVET1,3
MENS-HEALTH-WEEK-2018,KLTAUSTIN,SEDGWICKCOUNTY,2
WEAR-PURPLE-FOR-JIA-2018,TAS_PATS_LV,ED_MILIBAND,2
MENS-HEALTH-WEEK-2018,DOCTALBOTT,SSPENCERTHOMAS,1
JEANS-FOR-GENES-DAY,SUCKSNIALLERS,JEANSFORGENES,1
16-DAYS-OF-ACTION-2018,KATIEDIDORNOT,KHALIDGOFUR,2
OCD-AWARENESS-WEEK-2018,MYTIPPYTOE,LWBEAN,2
WEAR-PURPLE-FOR-JIA-2018,LIZ_M_BEE,NICKYAACAMPBELL,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,JOSH_ASTON,JAMESMELVILLE,2
TIME-TO-TALK-DAY-2018,EDITHBA50246991,HIGEORGESHELLEY,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,BORSTKENNA,CLEVELANDCLINIC,1
STRESS-AWARENESS-DAY,JOYFULNG,KERRIE72KR,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,BENNYBOYHUD,JAMESMELVILLE,2
RARE-DISEASE-DAY-2018,NIKSNOOK57,GRACESCIENCE,1
ELF-DAY,DHARRISON1221,THESOVRANGROUP,2
RARE-DISEASE-DAY-2018,MOEKEEVER,RAREDISEASEDAY,2
OCD-AWARENESS-WEEK-2018,N0TC0FFEE,LWBEAN,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,111KOOKISAGIRL,JAMESMELVILLE,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,GRAHAMORRISS,JAMESMELVILLE,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,SEKRETAPPROVED,RYR_EMPIRE,4
NO-SMOKING-DAY-2018,HEALTHTRAINERS1,HUMBERNHSFT,2
JEANS-FOR-GENES-DAY,TREVORCLOWER,CHITRAACHARYA,2
NUTRITION-AND-HYDRATION-WEEK-2018,JANEHSLM,UHDBTRUST,1
EATING-DISORDER-AWARENESS-WEEK-2018,LILGIRAFF_E,BEATEDSUPPORT,1
DRY-JANUARY-2018,PRETENNA,SEEDLIPDRINKS,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,MISS_SUE22,ADVAXIS,2
NATIONAL-DYSLEXIA-WEEK-2018,OMAUSCHD,ALISTAIRM,1
CARERS-WEEK-2018,BENJAMINPMOORE,CARERSWEEK,1
TIME-TO-TALK-DAY-2018,ANNBROMFIELD,CARERSUK,2
NATIONAL-DYSLEXIA-WEEK-2018,MJMBLANTON,THELIFEDYSLEXIC,2
CARERS-WEEK-2018,CARERSLEEDS,CARERSLEEDS,1
NUTRITION-AND-HYDRATION-WEEK-2018,AILSABROTHERTON,EARLEYTRACY,2
RARE-DISEASE-DAY-2018,JWLAWSON57,JAYRUDERMAN,2
RARE-DISEASE-DAY-2018,__WRENCH__,BSTEVENSWRITER,1
DEMENTIA-ACTION-WEEK-2018,CHARLIE20158,SILVERSANTEEU,2
JEANS-FOR-GENES-DAY,KFALLAN,KAIZENPRIMARY,2
WEAR-PURPLE-FOR-JIA-2018,CAPSIENAIR,JIA_NRAS,2
DRY-JANUARY-2018,DEBBIEMCKINNEYD,CHANGINGLIVES__,2
TIME-TO-TALK-DAY-2018,HAYLEYCORRIGANX,ZOESUGG,1
OVARIAN-CANCER-AWARENESS-MONTH-2018,MATISOOSMITH,OTAGO,1
JEANS-FOR-GENES-DAY,GILLBECGCH,JEANSFORGENES,2
BRAIN-INJURY-WEEK-2018,NWABIMANCHESTER,NWABIMANCHESTER,2
ELF-DAY,MARIAM_XXO,PCSDRAG0N,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,JLP131,BLACKTRIANGLE1,1
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,FIONALIU92,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,FORWARDEVERYONE,ADE_LEWA,2
NATIONAL-DEMENTIA-CARERS-2018,LYDIAJOELLEM,ALZHEIMERSSOC,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,JDSIGNATURESONG,LEAHJORDAN77,1
TIME-TO-TALK-DAY-2018,ELICIAMOON,FULLCIRCLE_PLAY,1
DEMENTIA-ACTION-WEEK-2018,BRAZLAW,ROYDSWITHYKING,2
BRAIN-INJURY-WEEK-2018,SHEPHARD_SAM,HYPHENLAW,2
DEMENTIA-ACTION-WEEK-2018,CELESIOUK,LLOYDSPHARMACY,1
MND-AWARENESS-MONTH-2018,GREGBROADHURST,MOZ0373RUNNER,2
16-DAYS-OF-ACTION-2018,KOUSSAYBOULAICH,UNHABITATAFG,2
MND-AWARENESS-MONTH-2018,MNDSCOTLAND,SCOTRAIL,1
BRAIN-INJURY-WEEK-2018,NWABIMANCHESTER,SPTHERAPYSVCS,1
STRESS-AWARENESS-DAY,LYNNE_MOUNT,IRNSTU,2
DEMENTIA-ACTION-WEEK-2018,KINGSTONHOSPNHS,KINGSTONUNI,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,HUNTSMANCANCER,SALUDAMERICA,5
OCD-AWARENESS-WEEK-2018,SOTIROULLALEON,GEORGESOMERS96,2
STRESS-AWARENESS-DAY,SOARESTARS,CALM,2
WEAR-PURPLE-FOR-JIA-2018,JIA_MATTERS,ARTHRITISRUK,1
BRAIN-AWARENESS-WEEK-2018,HENRYPOWELLW,RHNUK,1
MND-AWARENESS-MONTH-2018,SANDRAS_SMITH,DAVINARIVERS,2
OCD-AWARENESS-WEEK-2018,MOONLIGHTENER,LWBEAN,2
ELF-DAY,NISARETAIL,ALZHEIMERSSOC,1
TIME-TO-TALK-DAY-2018,HELENY50,LYNSMEECH,1
